,Bi_Grams,Freq
15039,فرہاد کئے,1
15040,کئے ہیں,1
15041,ہیں فاش,1
15014,اندیشہ و,1
15012,موت وہ,1
14982,تازہ بستیاں,1
15011,غرض مجھ,1
14985,مری نگاہ,1
14986,نگاہ نہیں,1
14987,نہیں سوئے,1
14988,سوئے کوفہ,1
14989,کوفہ و,1
14990,و بغداد,1
14991,بغداد یہ,1
14992,یہ مدرسہ,1
14993,مدرسہ یہ,1
14994,یہ جواں,1
14995,جواں یہ,1
14996,یہ سرور,1
14997,و رعنائی,1
14998,رعنائی انہیں,1
14999,انہیں کے,1
15000,کے دم,1
15001,دم سے,1
15003,خانۂ فرنگ,1
15004,فرنگ آباد,1
15005,آباد نہ,1
15006,نہ فلسفی,1
15007,فلسفی سے,1
15008,نہ ملا,1
15009,ملا سے,1
15010,ہے غرض,1
15042,فاش رموز,1
15043,رموز قلندری,1
15044,قلندری میں,1
15045,کہ فکر,1
15076,داد کا,1
15077,کا طالب,1
15078,طالب یہ,1
15079,یہ بندۂ,1
15080,بندۂ آزاد,1
15081,آزاد یہ,1
15082,یہ مشت,1
15083,مشت خاک,1
15084,خاک یہ,1
15085,یہ صرصر,1
15086,صرصر یہ,1
15087,یہ وسعت,1
15088,وسعت افلاک,1
15089,افلاک کرم,1
15090,کرم ہے,1
15092,کہ ستم,1
15093,ستم تیری,1
15094,تیری لذت,1
15095,ایجاد ٹھہر,1
15096,ٹھہر سکا,1
15098,نہ ہوائے,1
15099,ہوائے چمن,1
15100,میں خیمۂ,1
15101,خیمۂ گل,1
15102,گل یہی,1
15075,ہے داد,1
15074,مری فریاد,1
15073,لے مری,1
15057,نہ برہمن,1
15046,فکر مدرسہ,1
15047,مدرسہ و,1
15048,و خانقاہ,1
15049,خانقاہ ہو,1
15050,ہو آزاد,1
15051,آزاد رشی,1
15052,رشی کے,1
15053,کے فاقوں,1
15054,فاقوں سے,1
15055,سے ٹوٹا,1
15056,ٹوٹا نہ,1
15058,برہمن کا,1
15072,تو لے,1
15059,کا طلسم,1
15060,طلسم عصا,1
15061,عصا نہ,1
15062,تو کلیمیؑ,1
15063,کلیمیؑ ہے,1
15065,کار بے,1
15067,بنیاد اثر,1
15068,اثر کرے,1
15069,کرے نہ,1
15070,کرے سن,1
15071,سن تو,1
14983,بستیاں آباد,1
14981,نظر تازہ,1
15104,فصل بہاری,1
14895,بھی خفا,1
14897,بیگانے بھی,1
14898,بھی ناخوش,1
14899,ناخوش میں,1
14900,میں زہر,1
14901,زہر ہلاہل,1
14902,ہلاہل کو,1
14903,کبھی کہہ,1
14904,کہہ نہ,1
14905,سکا قند,1
14906,قند مشکل,1
14907,اک بندۂ,1
14908,بندۂ حق,1
14909,حق بین,1
14910,بین و,1
14911,و حق,1
14912,حق اندیش,1
14913,اندیش خاشاک,1
14914,خاشاک کے,1
14915,کے تودے,1
14916,تودے کو,1
14917,کو کہے,1
14918,کہے کوہ,1
14919,کوہ دماوند,1
14920,دماوند ہوں,1
14921,ہوں آتش,1
14896,ہیں بیگانے,1
14894,فرزند اپنے,1
14979,گے اہل,1
14893,کا فرزند,1
14866,رکھتا نہیں,1
14867,نہیں پیوند,1
14868,پیوند درویش,1
14869,درویش خدا,1
14870,خدا مست,1
14871,مست نہ,1
14872,نہ شرقی,1
14873,شرقی ہے,1
14874,نہ غربی,1
14875,غربی گھر,1
14876,گھر میرا,1
14877,دلی نہ,1
14878,نہ صفاہاں,1
14879,صفاہاں نہ,1
14880,نہ سمرقند,1
14881,سمرقند کہتا,1
14882,ہوں وہی,1
14883,وہی بات,1
14884,بات سمجھتا,1
14885,ہوں جسے,1
14888,نے ابلۂ,1
14889,ابلۂ مسجد,1
14890,مسجد ہوں,1
14891,نہ تہذیب,1
14892,تہذیب کا,1
14922,آتش نمرود,1
14923,نمرود کے,1
14924,کے شعلوں,1
14925,شعلوں میں,1
14954,بے قید,1
14955,قید ہے,1
14956,ہے خرم,1
14957,خرم کیا,1
14958,کیا چھینے,1
14959,چھینے گا,1
14960,گا غنچے,1
14961,غنچے سے,1
14962,کوئی ذوق,1
14963,ذوق شکرخند,1
14964,شکرخند چپ,1
14965,چپ رہ,1
14966,رہ نہ,1
14967,سکا حضرت,1
14968,حضرت یزداں,1
14969,یزداں میں,1
14970,بھی اقبالؔ,1
14971,اقبالؔ کرتا,1
14972,کرتا کوئی,1
14973,اس بندۂ,1
14974,بندۂ گستاخ,1
14975,گستاخ کا,1
14976,کا منہ,1
14977,منہ بند,1
14978,بند کریں,1
14953,میرا دل,1
14952,حال میں,1
14951,ہر حال,1
14937,باز و,1
14926,بھی خاموش,1
14927,خاموش میں,1
14928,میں بندۂ,1
14929,بندۂ مومن,1
14930,مومن ہوں,1
14931,ہوں نہیں,1
14932,نہیں دانۂ,1
14933,دانۂ اسپند,1
14934,اسپند پرسوز,1
14935,پرسوز نظر,1
14936,نظر باز,1
14938,و نکوبین,1
14950,خورسند ہر,1
14939,نکوبین و,1
14940,و کم,1
14941,کم آرزو,1
14942,آرزو آزاد,1
14943,آزاد و,1
14944,و گرفتار,1
14945,گرفتار و,1
14946,و تہی,1
14947,تہی کیسہ,1
14948,کیسہ و,1
14949,و خورسند,1
15103,ہے فصل,1
15105,بہاری یہی,1
14327,شیراں ہو,1
15258,میں جانتا,1
15260,جماعت کا,1
15261,کا حشر,1
15262,حشر کیا,1
15263,کیا ہوگا,1
15264,ہوگا مسائل,1
15265,مسائل نظری,1
15266,نظری میں,1
15267,الجھ گیا,1
15268,ہے خطیب,1
15269,خطیب اگرچہ,1
15270,اگرچہ میرے,1
15271,میرے نشیمن,1
15272,نشیمن کا,1
15273,کا کر,1
15274,ہے طواف,1
15275,طواف مری,1
15276,نہیں طائر,1
15277,طائر چمن,1
15278,کا نصیب,1
15279,نصیب سنا,1
15280,سخن رس,1
15281,رس ہے,1
15282,ہے ترک,1
15283,ترک عثمانی,1
15284,عثمانی سنائے,1
15259,ہوں جماعت,1
15257,رقیب میں,1
15226,نے دیا,1
15256,کے رقیب,1
15228,نے پہاڑوں,1
15229,پہاڑوں کو,1
15230,کو رعشۂ,1
15231,رعشۂ سیماب,1
15232,سیماب ہوائے,1
15233,ہوائے قرطبہ,1
15234,قرطبہ شاید,1
15235,شاید یہ,1
15236,یہ ہے,1
15237,ہے اثر,1
15238,اثر تیرا,1
15239,تیرا مری,1
15243,و سرور,1
15244,سرور عہد,1
15245,عہد شباب,1
15246,شباب شعور,1
15247,شعور و,1
15248,و ہوش,1
15249,کا معاملہ,1
15250,معاملہ ہے,1
15251,ہے عجیب,1
15252,عجیب مقام,1
15253,شوق میں,1
15254,سب دل,1
15255,نظر کے,1
15285,سنائے کون,1
15286,کون اسے,1
15287,اسے اقبالؔ,1
15288,اقبالؔ کا,1
15318,کا شکایت,1
15319,شکایت ہے,1
15320,مجھے یا,1
15321,رب خداوندان,1
15322,خداوندان مکتب,1
15323,مکتب سے,1
15324,سے سبق,1
15325,سبق شاہیں,1
15326,شاہیں بچوں,1
15327,بچوں کو,1
15329,ہیں خاک,1
15330,بازی کا,1
15331,کا بہت,1
15332,بہت مدت,1
15334,کے نخچیروں,1
15335,نخچیروں کا,1
15337,انداز نگہ,1
15338,نگہ بدلا,1
15339,بدلا کہ,1
15340,نے فاش,1
15341,فاش کر,1
15342,کر ڈالا,1
15343,ڈالا طریقہ,1
15344,طریقہ شاہبازی,1
15345,شاہبازی کا,1
15317,غازی کا,1
15316,مردان غازی,1
15315,ہے مردان,1
15301,زیادہ قریب,1
15289,یہ شعر,1
15290,شعر غریب,1
15291,غریب سمجھ,1
15292,وہ یورپ,1
15293,یورپ کو,1
15294,ہم جوار,1
15295,جوار اپنا,1
15296,اپنا ستارے,1
15297,ستارے جن,1
15299,نشیمن سے,1
15300,ہیں زیادہ,1
15302,قریب مسلماں,1
15314,گیر ہے,1
15303,مسلماں کے,1
15304,کے لہو,1
15305,لہو میں,1
15306,ہے سلیقہ,1
15307,سلیقہ دل,1
15308,دل نوازی,1
15309,نوازی کا,1
15310,کا مروت,1
15311,مروت حسن,1
15312,حسن عالم,1
15313,عالم گیر,1
15227,تھا جس,1
15225,اذاں میں,1
15106,ہے باد,1
15135,گلستاں کہ,1
15137,جہاں گھات,1
15139,ہو صیاد,1
15140,صیاد مقام,1
15142,شوق ترے,1
15143,ترے قدسیوں,1
15144,قدسیوں کے,1
15145,کے بس,1
15146,بس کا,1
15147,نہیں انہیں,1
15148,انہیں کا,1
15149,کا کام,1
15150,کام ہے,1
15151,یہ جن,1
15153,کے حوصلے,1
15154,حوصلے ہیں,1
15155,ہیں زیاد,1
15156,زیاد یہ,1
15157,یہ حوریان,1
15158,حوریان فرنگی,1
15159,فرنگی دل,1
15160,کا حجاب,1
15161,حجاب بہشت,1
15162,بہشت مغربیاں,1
15163,مغربیاں جلوہ,1
15164,جلوہ ہائے,1
15136,کہ جہاں,1
15134,وہ گلستاں,1
15224,وہ اذاں,1
15132,کو سازگار,1
15107,باد مراد,1
15108,مراد قصوروار,1
15109,قصوروار غریب,1
15110,غریب الدیار,1
15111,الدیار ہوں,1
15112,لیکن ترا,1
15113,ترا خرابہ,1
15114,خرابہ فرشتے,1
15115,فرشتے نہ,1
15116,سکے آباد,1
15117,مری جفا,1
15118,جفا طلبی,1
15119,طلبی کو,1
15120,کو دعائیں,1
15121,دعائیں دیتا,1
15122,وہ دشت,1
15123,دشت سادہ,1
15124,سادہ وہ,1
15125,وہ تیرا,1
15126,تیرا جہان,1
15127,جہان بے,1
15128,بنیاد خطر,1
15129,خطر پسند,1
15130,پسند طبیعت,1
15131,طبیعت کو,1
15165,ہائے پا,1
15166,پا برکاب,1
15167,برکاب دل,1
15168,کا سفینہ,1
15198,شیوہ ہائے,1
15199,ہائے خانقہی,1
15200,خانقہی فقیہ,1
15202,شہر کو,1
15203,کو صوفی,1
15204,نے کر,1
15205,ہے خراب,1
15206,خراب وہ,1
15207,وہ سجدہ,1
15208,سجدہ روح,1
15209,روح زمیں,1
15210,زمیں جس,1
15211,سے کانپ,1
15212,کانپ جاتی,1
15213,تھی اسی,1
15214,آج ترستے,1
15215,ترستے ہیں,1
15216,ہیں منبر,1
15217,منبر و,1
15218,و محراب,1
15219,محراب سنی,1
15220,سنی نہ,1
15221,نہ مصر,1
15222,و فلسطیں,1
15223,فلسطیں میں,1
15197,اسے شیوہ,1
15196,ہیں اسے,1
15195,دیے ہیں,1
15181,گرداب جہان,1
15169,سفینہ سنبھال,1
15170,سنبھال کر,1
15171,کر لے,1
15172,لے جا,1
15173,جا مہ,1
15175,و ستارہ,1
15176,ستارہ ہیں,1
15177,ہیں بحر,1
15178,بحر وجود,1
15179,وجود میں,1
15180,میں گرداب,1
15182,جہان صوت,1
15194,سکھا دیے,1
15183,صوت و,1
15184,و صدا,1
15185,صدا میں,1
15186,میں سما,1
15187,سما نہیں,1
15188,سکتی لطیفۂ,1
15189,لطیفۂ ازلی,1
15190,ازلی ہے,1
15191,ہے فغان,1
15192,فغان چنگ,1
15193,رباب سکھا,1
14865,سے رکھتا,1
14864,مگر خاک,1
14863,خاکی ہوں,1
14478,کر قلب,1
14481,نظر شکار,1
14482,کر عشق,1
14483,عشق بھی,1
14485,حسن بھی,1
14486,یا تو,1
14488,خود آشکار,1
14489,آشکار ہو,1
14491,مجھے آشکار,1
14492,آشکار کر,1
14494,ہے محیط,1
14495,محیط بیکراں,1
14496,بیکراں میں,1
14497,ذرا سی,1
14498,سی آب,1
14499,آب جو,1
14500,مجھے ہمکنار,1
14501,ہمکنار کر,1
14502,کر یا,1
14503,مجھے بے,1
14504,بے کنار,1
14505,کنار کر,1
14506,کر میں,1
14507,ہوں صدف,1
14508,صدف تو,1
14509,تو تیرے,1
14479,قلب و,1
14476,خرد شکار,1
14444,آمیز دل,1
14473,کر ہوش,1
14446,غمیں کے,1
14447,کے موافق,1
14448,موافق نہیں,1
14449,گل صدائے,1
14450,صدائے مرغ,1
14451,مرغ چمن,1
14452,چمن ہے,1
14453,بہت نشاط,1
14454,انگیز حدیث,1
14455,حدیث بے,1
14456,بے خبراں,1
14457,خبراں ہے,1
14460,زمانہ بساز,1
14461,بساز زمانہ,1
14462,زمانہ با,1
14463,با تو,1
14464,نہ سازد,1
14465,سازد تو,1
14466,زمانہ ستیز,1
14467,ستیز گیسوئے,1
14468,گیسوئے تابدار,1
14469,تابدار کو,1
14470,کو اور,1
14471,بھی تابدار,1
14472,تابدار کر,1
14510,تیرے ہاتھ,1
14511,ہاتھ میرے,1
14512,میرے گہر,1
14513,گہر کی,1
14542,دراز ہے,1
14543,اب مرا,1
14544,مرا انتظار,1
14545,انتظار کر,1
14546,کر روز,1
14547,روز حساب,1
14548,حساب جب,1
14549,جب مرا,1
14550,مرا پیش,1
14551,پیش ہو,1
14552,ہو دفتر,1
14553,دفتر عمل,1
14554,عمل آپ,1
14556,شرمسار ہو,1
14557,شرمسار کر,1
14558,کر فطرت,1
14559,فطرت کو,1
14560,کو خرد,1
14561,خرد کے,1
14562,کے روبرو,1
14563,روبرو تسخیر,1
14564,تسخیر مقام,1
14565,مقام رنگ,1
14566,بو کر,1
14567,تو اپنی,1
14541,جہاں دراز,1
14540,کار جہاں,1
14539,کیوں کار,1
14525,اس دم,1
14514,آبرو میں,1
14515,ہوں خزف,1
14516,خزف تو,1
14517,تو تو,1
14518,مجھے گوہر,1
14519,گوہر شاہوار,1
14520,شاہوار کر,1
14521,کر نغمۂ,1
14522,نغمۂ نوبہار,1
14523,نوبہار اگر,1
14524,اگر میرے,1
14526,دم نیم,1
14538,تھا کیوں,1
14527,نیم سوز,1
14528,سوز کو,1
14529,کو طائرک,1
14530,طائرک بہار,1
14531,بہار کر,1
14532,کر باغ,1
14533,باغ بہشت,1
14534,بہشت سے,1
14535,مجھے حکم,1
14536,حکم سفر,1
14537,سفر دیا,1
14445,دل غمیں,1
14443,التفات آمیز,1
14862,ملکوتی خاکی,1
14356,زیادہ تیز,1
14358,ہے ملوکیت,1
14359,ملوکیت آثار,1
14360,آثار جنوں,1
14361,جنوں پیدا,1
14362,پیدا اللہ,1
14363,اللہ کے,1
14364,کے نشتر,1
14365,نشتر ہیں,1
14366,ہیں تیمور,1
14367,تیمور ہو,1
14368,یا چنگیز,1
14369,چنگیز یوں,1
14370,یوں داد,1
14371,داد سخن,1
14372,سخن مجھ,1
14373,کو دیتے,1
14374,ہیں عراق,1
14375,عراق و,1
14376,و پارس,1
14377,پارس یہ,1
14378,یہ کافر,1
14379,کافر ہندی,1
14380,ہندی ہے,1
14381,بے تیغ,1
14383,سناں خوں,1
14357,تیز کرتی,1
14355,سے زیادہ,1
14442,کو التفات,1
14353,میں بجلی,1
14328,جس فقر,1
14329,فقر کی,1
14330,کی دستاویز,1
14331,دستاویز اے,1
14332,اے حلقۂ,1
14333,حلقۂ درویشاں,1
14334,درویشاں وہ,1
14335,مرد خدا,1
14336,خدا کیسا,1
14337,کیسا ہو,1
14338,گریباں میں,1
14339,میں ہنگامۂ,1
14340,ہنگامۂ رستاخیز,1
14341,رستاخیز جو,1
14342,جو ذکر,1
14343,ذکر کی,1
14344,گرمی سے,1
14345,سے شعلے,1
14346,شعلے کی,1
14347,طرح روشن,1
14348,روشن جو,1
14349,جو فکر,1
14350,فکر کی,1
14351,کی سرعت,1
14352,سرعت میں,1
14384,خوں ریز,1
14385,ریز ضمیر,1
14386,ضمیر لالہ,1
14387,لالہ مۂ,1
14417,جہاں وہ,1
14418,وہ چاہیئے,1
14419,چاہیئے مجھ,1
14420,ہو ابھی,1
14421,ابھی نوخیز,1
14422,نوخیز کسے,1
14423,خبر ہے,1
14424,کہ ہنگامۂ,1
14425,ہنگامۂ نشور,1
14426,نشور ہے,1
14427,کیا تری,1
14428,تری نگاہ,1
14429,نگاہ کی,1
14430,کی گردش,1
14431,گردش ہے,1
14432,میری رستاخیز,1
14433,رستاخیز نہ,1
14434,نہ چھین,1
14435,چھین لذت,1
14436,لذت آہ,1
14437,آہ سحرگہی,1
14438,سحرگہی مجھ,1
14439,کر نگہ,1
14440,نگہ سے,1
14441,سے تغافل,1
14416,فرسودہ جہاں,1
14415,بھی فرسودہ,1
14414,فلک بھی,1
14400,بچھائی ہے,1
14388,مۂ لعل,1
14389,لعل سے,1
14390,ہوا لبریز,1
14391,لبریز اشارہ,1
14392,اشارہ پاتے,1
14393,پاتے ہی,1
14394,ہی صوفی,1
14396,نے توڑ,1
14397,توڑ دی,1
14398,دی پرہیز,1
14399,پرہیز بچھائی,1
14401,جو کہیں,1
14413,ستارے فلک,1
14402,کہیں عشق,1
14403,نے بساط,1
14404,بساط اپنی,1
14405,اپنی کیا,1
14406,نے فقیروں,1
14407,فقیروں کو,1
14408,کو وارث,1
14409,وارث پرویز,1
14410,پرویز پرانے,1
14411,پرانے ہیں,1
14412,ہیں یہ,1
14568,خودی کو,1
14569,کو کھو,1
14570,کھو چکا,1
14776,گو اس,1
14778,میں مہاجن,1
14779,مہاجن کا,1
14780,ہے ہاتھ,1
14781,ہاتھ دنیا,1
14782,دنیا تو,1
14783,تو سمجھتی,1
14784,سمجھتی ہے,1
14785,ہے فرنگی,1
14786,کو خداوند,1
14787,خداوند تو,1
14788,تو برگ,1
14789,برگ گیا,1
14790,نہ وہی,1
14791,وہی اہل,1
14792,خرد را,1
14793,را او,1
14794,او کشت,1
14795,کشت گل,1
14796,لالہ بہ,1
14797,بہ بخشد,1
14798,بخشد بہ,1
14799,بہ خرے,1
14800,خرے چند,1
14801,چند حاضر,1
14802,حاضر ہیں,1
14777,خدائی میں,1
14775,مند گو,1
14571,چکا ہے,1
14774,ہنر مند,1
14748,ضبط بہت,1
14749,بہت مشکل,1
14750,مشکل اس,1
14751,اس سیل,1
14752,سیل معانی,1
14753,معانی کا,1
14754,کا کہہ,1
14755,کہہ ڈالے,1
14756,ڈالے قلندر,1
14757,قلندر نے,1
14758,نے اسرار,1
14759,اسرار کتاب,1
14760,کتاب آخر,1
14761,آخر یا,1
14763,جہان گزراں,1
14764,گزراں خوب,1
14765,خوب ہے,1
14766,لیکن کیوں,1
14767,کیوں خوار,1
14768,خوار ہیں,1
14769,ہیں مردان,1
14770,مردان صفا,1
14771,صفا کیش,1
